product_name,brand,categories,primary_category,rating,review_text,review_title,recommended,helpful_votes,username,sentiment,label
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,Amazon Echo,Electronics,5,great sound. love the music and the electrical devices you can work with it.,works great,True,0,BULLETBOB,positive,0
"Fire Tablet, 7 Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Amazon,Fire Tablets,Electronics,5,love the color just the right size easy to set up works well for what i needed it for great price,great color,True,0,red1,positive,0
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,Amazon Echo,Electronics,5,the echo is great for choosing music and getting information. the voice is very soothing.,Fun and interesting,True,0,JudyKnit,positive,0
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Amazon,Computers,Electronics,5,kindle is the perfect e-reader. easy to use and size is perfect to bring 'book' on the go.,Great E-reader,True,0,VirginiaSlim,positive,0
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,Computers,Electronics,5,promising product that has been getting better with software updates since release.,Promising,True,0,BahaPDX,positive,0
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,Amazon Echo,Electronics,5,we got this for the whole family and we are absolutely love the alexa speaker,We love our alexa,True,0,Yvette,positive,0
"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,Computers/Tablets & Networking,Electronics,5,nice tablet for games and keeping up on social media!,Nice Tablet for the money,True,0,teddybear,positive,0
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,Electronics,Electronics,5,"product worked as described. no issues with performance, and it was a simple setup! perfect for web browsing and videos.",Awsome Tablet and great price,True,0,Topher,positive,0
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,Electronics,Electronics,5,my 10 year old has enjoyed playing on this. great selection of apps and games.,Nice Tablet,True,0,LobosFam,positive,0
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,Computers,Electronics,5,"great price, great item and high quality, simple to buy on line and pick up","great toy and they can't tear it apart, fast S&H",True,0,nikki,positive,0
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,Electronics,Electronics,5,great product as usually ... better screen and faster than my previous. work with my chromecast .. easy to use,Great product,True,0,Jnev,positive,0
"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,Computers/Tablets & Networking,Electronics,4,"for being such a small, affordable tablet, it has all the features and apps you need plus perfect size for reading books. and the best part part is it fits in almost any purse!",Great mini tablet,True,0,Mara77,positive,0
"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,Computers/Tablets & Networking,Electronics,5,does everything i need and has a long battery life.,Perfect for travel,True,0,Quixotic13,positive,0
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,Computers,Electronics,5,love it and it only keeps getting better over time.,love it.,True,0,PaulS,positive,0
"Kindle E-reader - White, 6 Glare-Free Touchscreen Display, Wi-Fi - Includes Special Offers",Amazon,Office,Office Supplies,5,"i was very impressed with the functionality of my amazon echo. very useful to have around the house and for the discounted price, it a steal!",Delightful!,True,0,iggi,positive,0
"Fire Tablet, 7 Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Amazon,Fire Tablets,Electronics,5,i bought this because i recently signed up for amazon prime and wanted to take advantage of the free books. nice tablet.,Great tablet,True,0,Minimario,positive,0
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,Amazon Echo,Electronics,4,"i usually unplug it but when i plug it back in, it is always difficult to get it reconnected to the internet for some reason.",Fairly satisfied,True,2,Smithville,positive,0
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case",Amazon,Fire Tablets,Electronics,5,limit kids usage of electronics by time but still allow them to play. a must buy for kids,Great for kids,True,0,MattieIce,positive,0
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,Electronics,Electronics,4,this is great tablet. its great for people who don't need a lot of apts. or store a lot on it. doesn't over heat. light weight.,Love it.,True,0,HP09,positive,0
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,Amazon Echo,Electronics,5,bought an echo plus and it has been better than i expected. primarily use it for music in the lr but we are starting to use it for other functions such as the weather and playing jeopardy.,Fun addition to household,True,0,Meb1,positive,0
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,Electronics,Electronics,5,our daughter loves her new tablet. it has a bigger screen more features and she just enjoys being on it. the kindle is priced right and is easy to use. she was able to get her apps transferred to her new tablet in no time. great investment.,Great product,True,0,reviewer,positive,0
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,Computers,Electronics,5,i purchase this tablet for my daughter's birthday and she absolutely loves it i am very pleased that she's not able to get online or to get on youtube and watch crazy videos which she previously did with other tablets we have you actually get to pick the games and books to put on it you manage everything from the parent account and it is locked with your personal password and the kids can't get into it. i would say the only downfall is you cannot download anything from the google play store since it is an amazon tablet.,I love it!,True,0,Malibu,positive,0
Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,Amazon,Amazon Echo,Electronics,5,good price works great would buy again good value for the price,Great price,True,0,kennyman,positive,0
"Fire Tablet with Alexa, 7"" Display, 16 GB, Magenta - with Special Offers",Amazon,Tablets,Electronics,5,this is a great tablet for the price. amazon is doing a good job,Good product,True,0,litle,positive,0
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,Electronics,Electronics,5,"bought this for my elderly mother who was wanting the ability to read and/or listen to books. after a slow start getting her going (she is not tech savvy) she is really enjoying the versatility of this tablet. although it does not have cellular data ability, which she had no use for, it gives her the flexibility to connect to wireless networks when she makes her weekly casino visits.",good tablet,True,0,Carter,positive,0
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,Amazon Echo,Electronics,5,love my alexa! having lots of fun asking her questions and enjoy listening to music on it.,Great sound,True,0,Coco,positive,0
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,Computers,Electronics,4,i like that the tablet has child settings and time usage. very helpful in setting time limits.,Girl tablet,True,0,Juligvkm,positive,0
"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,Computers/Tablets & Networking,Electronics,5,my son uses this tablet for movies and music and to surf the internet. for the money it has been fantastic.,low priced tablet,True,0,wheels,positive,0
"Kindle E-reader - White, 6 Glare-Free Touchscreen Display, Wi-Fi - Includes Special Offers",Amazon,Office,Office Supplies,5,such a great product. i like that it is very small and fit in my purse. i like that the battery last for a very long time.,Great Product,True,0,Christy,positive,0
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,Computers,Electronics,5,i bought this for our kitchen where we enjoy cooking and congregating. streaming music is great and you can search for recipes just by asking alexa.,Great for the Kitchen or any Room,True,0,MDDad,positive,0
"Fire Tablet, 7 Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Amazon,Fire Tablets,Electronics,3,bought this tablet for 8 year old. it holding up good & she loves it. she enjoys playimg her games & being able to get on the internet.,Fire tablet,True,0,Momof5,neutral,1
"Amazon - Kindle Voyage - 6"" - 4GB - Black",Amazon,eBook Readers,Electronics,5,"it is a good reading device. when the price drop to 100 dollar, it is a deal. you need to buy one at that level.",Good reading device,False,0,peoplebang,positive,0
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,Amazon Echo,Electronics,5,"i love my amazon echo plus as bad as it sounds i don⊙t have to get out of bed to turn the lights off, my fans on or off, and even my tv. we love alexa!",Alexa,True,0,Whitney,positive,0
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,Computers,Electronics,5,good set of apps available and it is robust enough for the kids to abuse.,Great product for the price.,True,0,Jimbo,positive,0
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,Computers,Electronics,4,"so we added this to our echo family of devices. it's nice to have screen, but i honestly don't find i use it as much as i thought i would. the video calling feature would be pretty great if we knew more people with a video capable echo device.... also, we've had some technical issues that i haven't been able to resolve as of yet. ultimately, this is a powerful little gadget and can be fun to pop on a movie while sitting at the kitchen bar counter. it's also awesome to be able to display our security camera feed for the outdoor cameras, but you should probably investigate it's features and your needs before splurging on this over one of the more 'traditional' echo devices. it's essentially an alexa enabled tablet with a nice speaker, so something to think about.",Fun and has nice features,True,0,SarahD,positive,0
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case",Amazon,Fire Tablets,Electronics,5,my niece loved it! i love that it is designed especially for kids. she,Awesome!,True,0,Kathy,positive,0
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,Amazon Echo,Electronics,5,purchased the product for a gift. has not been used yet,Not yet used,True,0,Echo,positive,0
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,Amazon Echo,Electronics,4,"i love having the screen available to use for certain tasks like streaming doorbell video, security camera footage, amazon prime music lyrics and videos, but i am disappointed that amazon⊙s implementation of youtube on the echo show violated google's terms of service so they got the app pulled from the show. also, honestly, and anyone can prove it just through everyday use, but the echo is just not as useful as google assistant with inquiries. it works pretty well with home automation but it just doesn't understand or can't help with about half of the inquiries i throw at it. i would have gone with a google home if there was one with a touchscreen. i would recommend it for those heavily invested in amazon prime and home automation.",Not Nearly as Smart as Google Home,True,0,rainypages,positive,0
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,Electronics,Electronics,5,"was looking at some more expensive android tablets to replace a 3-year old device and saw this one on sale. despite the relatively much lower price, i was originally very worried that the amazon app ecosystem was going to be sorely lacking compared to the full google play catalog. but it turns out that while it is missing some important apps (not just games but productivity apps too), the more than adequate specs (good enough screen, 1.5 gb of ram, decent processor) are enough for 95% of what i need from a tablet. and if you can get it on sale, you can't go wrong. lastly, if you're deciding between the 7"" and this 8"" fire, splurge a little bit and get this one instead.",Hard to beat value,True,1,CasualFan,positive,0
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,Electronics,Electronics,5,the best tablet for the price! all three of my children have one & they are worth it!,Amazing deal,True,0,JTShep,positive,0
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Blue",Amazon,Fire Tablets,Electronics,4,"i bought this tablet to be pretty much exclusively an e-reader. it's actually cheaper than most of the kindles. for that limited use, it works fine. i don't think i would want to use it as a general purpose table (too slow!). makes a fine e-reader though. as for recommending this to a friend, i would, but would make sure they knew what i use it for.",Good for what I use it for,True,0,BobS,positive,0
"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,Computers/Tablets & Networking,Electronics,5,we've had this tablet for about a month and have no complaints. great tablet for a kid with lots of storage for games!,Great tablet,True,0,Heather,positive,0
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,Amazon Echo,Electronics,5,"bought this for my mom that is electronically challenged and she loves it. makes her feel like she is a tech wiz. makes me feel better about her ability to turn lights on and off as she comes and goes. more importantly, she is in her 70s and iives alone, she can make a phone call using alexa from anywhere she has an echo. i bought her 3 to cover her whole house. this means if she falls down and can⊙t get to her phone she can dial me or 911 with her voice.....a must have!!!",Can’t go wrong with this!!!,True,5,Samiam,positive,0
"Fire HD 8 Tablet with Alexa, 8"" HD Display, 32 GB, Tangerine - with Special Offers",Amazon,Tablets,Electronics,4,works very well. video quality is very good. it is easy to navigate.,Very good product,True,0,Matty,positive,0
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,Computers,Electronics,5,love this thing. little apprehensive at first. but alexa will grow on you,Love!!!,True,0,Terri,positive,0
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,Electronics,Electronics,5,this is a great tablet without the steep cost of an ipad. i haven't used it too much so far but the picture and sound is pretty good and being able to stream movies/shows is quite nice.,Great tablet for a lower cost,True,0,metalbabe81,positive,0
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,Amazon Echo,Electronics,5,having fun with all the things we can learn from alexa! it is almost like having another person in the house!,Alexa fun,True,0,Snowbunny,positive,0
Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,Amazon,Amazon Echo,Electronics,5,purchased this as a christmas gift for our son in law. he loved it and works well. great sound and loves the portability of the unit.,amazon tap,True,0,chloe,positive,0
"Fire Tablet, 7 Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Amazon,Fire Tablets,Electronics,4,has what is necessary for the average individuals needs.,Good tablet,True,0,POE714,positive,0
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Amazon,Computers,Electronics,3,"this is a pretty cool little device. im able to download books through wireless and read them later at my convenience. only drawback is i wish it had more storage. but for the price, it works good.",Good for the price,True,0,Fievel22,neutral,1
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Blue",Amazon,Fire Tablets,Electronics,4,this is my 2nd tablet and it works great with downloading,good product,True,0,NICK,positive,0
Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,Amazon,Amazon Echo,Electronics,5,these things are cool! with the new muti room music options i can have the same song playing in each room. not to mention the intercom! great item!,Cool thing,True,0,BobM,positive,0
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,Electronics,Electronics,5,"i enjoy readi,g and facebook using this item. i also purchased my husband one.",Very pleased with the Kindle,True,0,Sandan,positive,0
"Kindle Oasis E-reader with Leather Charging Cover - Merlot, 6 High-Resolution Display (300 ppi), Wi-Fi - Includes Special Offers",Amazon,eBook Readers,Electronics,5,"even when i⊙m outside in bright sunlight, the words of the book i⊙m reading are still crystal clear. that alone makes the kindle oasis worth what it cost me.the kindle oasis wakes up in just seconds, and any book i choose instantly opens, ready to be read.it is the perfect size and isn⊙t heavy or bulky. i really do read for hours at a time. sometimes i pace the floor while i read. sometimes i⊙m on my elliptical machine when i read. and sometimes i⊙m sitting down. no matter what i⊙m doing, the kindle oasis remains comfortable to hold, and it is always easy on my eyes.when i receive a book that is in pdf, most of the time i can enlarge the words. if it won⊙t allow me to enlarge the words, i can change the orientation of the page and the words are automatically larger. i am able to make notes on the book if needed, and i can highlight words and/or passages.my merlot leather cover is attractive. when i flip it open, it is just like opening the cover of a book.how to make the battery laston the kindle oasis page, it says that its ⊜dual-battery charging system delivers months of battery life.⊝ this was a huge thing for me. instead of having to charge my tablet almost every day, i would be able to read for months without charging the kindle!is this how my oasis has performed? well, not so much. there are conditions that have to be met for the charge on your oasis to last for two months.first, you have to limit your reading to thirty minutes a day. that one is impossible for me. there are days that i am only able to read for thirty minutes, but they don⊙t occur very often. my kindle goes everywhere with me, and i use just about every spare moment to read.second, the wireless needs to be turned off. that one is easy to do but not always easy to remember. the only time the wireless needs to be on is to download one or more books.third, this is based on your light setting at 10. that is way too low for me. i keep my light setting anywhere from 16 to 18.i don⊙t limit my reading to thirty minutes a day, and i try to remember to keep my wireless turned off. my light setting is kept anywhere from 16 to 18, and i put my kindle to sleep the second i⊙m done reading. so how long does a single charge last me? ten days is the longest a charge has lasted me so far, but it would have kept a charge for several more days if i had remembered to turn my wireless off. once i succeed in keeping my wireless off, i will let you know how long the charge lasts.now, i don⊙t plug it in to charge as soon as the charge on the cover gets low. i allow my cover charge to go as low as it will possibly go and then the kindle battery will start to drain since it can no longer charge from the cover. i allow it to drain down to about 50% before i plug the cover and kindle into my computer to charge.the one thing that surprised me was that everything on the oasis is in black and white. for some reason, i thought that maybe the book covers would appear in color. but since i bought the oasis to read books on, color isn⊙t needed.special offers do appear on my screen but only when my kindle is going to sleep or waking up. they aren⊙t a distraction, and to be honest, they are kind of fun to look at. you can pay a higher price so they won⊙t appear on your kindle if you would rather not see them.i asked myself some questions once i had my kindle and knew just how it worked. if i had known before i bought my kindle oasis that the charge wouldn⊙t last for months, would i still have bought it? yes, i would have. if i had known that everything would appear in black and white, would i still have bought it? yes, i would have.",Reasons I Love My Kindle Oasis,True,6,ljbinion,positive,0
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,Computers,Electronics,5,great for small children allows for limited time setting. also allows parents to set a requirement for how long educational apps must be used before free time. case works well,Great for small kids,True,0,Kngovert,positive,0
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,Computers,Electronics,1,"i waited a couple months to review giving amazon time to make this product equal to the sony dash from nearly a decade ago, it isn't the screen provides nothing of value and you can't turn of amazon tips! you have near zero customization can't even move the clock to the other side of the screen. and something that a sony dash did nearly 10 years ago pandora or prime music as an alarm! seriously this is the biggest fail! run away from this half baked amazon disaster!",Pass,False,3,HSTulsa,negative,2
"Fire HD 10 Tablet, 10.1 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Silver Aluminum",Amazon,eBook Readers,Office Supplies,5,"i've had the first kindle fire, i love the tablet.why because it's bigger",Easier to read,True,0,Betty,positive,0
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,Amazon Echo,Electronics,3,"the echo show feels useless after a few hours, especially without the ability to watch youtube.",Not many features,False,0,James,neutral,1
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case",Amazon,Fire Tablets,Electronics,5,"great tablet for kids. big choice of apps, great price.",Great tablet for kinds,True,0,Ellis,positive,0
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Amazon,Computers,Electronics,5,i'm a longtime kindle user and jumped at the opportunity to bring my granddaughter into the fold with this gift. she loved it!,A Terrific and Highly Appreciated Gift,True,0,Ed51648,positive,0
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,Amazon Echo,Electronics,4,"the speaker is an improvement over the echo dot, set up was easy and connecting additional home automation products to it as we acquire them has been a simple process. works as advertised! have not really had a need for the hub part yet though.",Fun & Useful,True,0,Larry,positive,0
"Fire Tablet, 7 Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Amazon,Fire Tablets,Electronics,5,"this is just perfect for my 7 year old nothing fancy, parental control is a bit confusing but i got it now, the case is perfect to keep it.safe just get a sd card for extra memory",Perfect for kids,True,2,Yazmin,positive,0
"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,Computers/Tablets & Networking,Electronics,5,"decent camera, clarity on the screen, fast downloads.",great tablet,True,0,Pauline,positive,0
"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,Computers/Tablets & Networking,Electronics,4,i mainly purchased this so my child can have access to amazon undergrond to get free apps. he normally uses an ipad . i can tell this is slower but i was not looking for ipad quality. it gets the job done,not as good as an ipad but gets the job done,True,0,techlady14,positive,0
Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,Amazon,Amazon Echo,Electronics,5,"this speaker has a great sound and its perfect to take out on the patio or in any room that i am in. the tap is annoying compared to the echo with voice activation, but the wireless features makes the purchase worth it.",Perfect to play music,True,0,natm,positive,0
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,Electronics,Electronics,5,bought this so the grandkids could use it. they already have one at their house. my husband has been using it also & he likes it. he has never used a tablet before but he has enjoyed it.,Nice tablet,True,0,Quilter,positive,0
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,Amazon Echo,Electronics,5,love how it hooks up to lights. and can play any music,Awesome,True,0,Mrgoodtime,positive,0
"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,Computers/Tablets & Networking,Electronics,5,i needed a device to listen to books on a long drive. this paired easily in the car and downloading the audible books was a snap.,Great Bluetooth device for audible books,True,0,DonEH,positive,0
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,Computers,Electronics,5,i bought it for my 2 year old and he loves it. it's easy to use and the perfect size for his hands.,Great tablet for kids.,True,0,Susana,positive,0
"Fire Tablet, 7 Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Amazon,Fire Tablets,Electronics,5,"i love my amazon fire tablet, i bought this all the while knowing that people had negative reviews... but honestly i don't know what they did to theirs because mines doesn't have any issues... i've had mines for over a month and still working perfectly like i just bought it yesterday...",Great tablet,True,0,Missomally,positive,0
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,Amazon Echo,Electronics,4,you need to have amazone prime in order to have music,Fun but I think I will get bord with it,True,0,filter,positive,0
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,Electronics,Electronics,5,"this was an upgrade purchase. my previous kindle was 4 years old. (still working!) this new version is so much faster and has a much better quality camera! love it for reading, netflix and on-line shopping!",Perfect for summer reading and movies,True,0,Cathy,positive,0
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,Electronics,Electronics,5,we bought this to replace my children's aging ipads and they're very happy.,Awesome,True,0,Freezing,positive,0
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case",Amazon,Fire Tablets,Electronics,5,bought this for my 5 yr old grandson. great buy for the price. he loves his new tablet.,Great buy for the price,True,0,Kimmy,positive,0
"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,Computers/Tablets & Networking,Electronics,5,"i bought this tablet to replace one i had bought a while ago for my daughter, all i heard upon opening is ""mom, you are the best"", as she was excited to get a newer up to date fire. she loves the fire tablet and so do we as a family. amazon fire is our go to. we can not switch to anything else!","Great Big Thank YOU,",True,0,sbennsanta,positive,0
"Kindle Oasis E-reader with Leather Charging Cover - Merlot, 6 High-Resolution Display (300 ppi), Wi-Fi - Includes Special Offers",Amazon,eBook Readers,Electronics,5,"this is my third kindle. the best differentiator is the form factor. definite improvement over the paperwhite. also like having the page-turn buttons back. case is very cool indeed. if you can get past the jump in price (remember you're not having to buy the case separately), it's a quality product to have.",Best Kindle yet,True,3,ssc6,positive,0
"Fire Tablet, 7 Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Amazon,Fire Tablets,Electronics,3,"my 7-year old daughter saved up to by this. her brother bought the 8gb about a year earlier, so new she needed more space. the os is a bit clunky, and less intuitive then on higher priced tablets, but tough to beat the price. speed isn't great for web or certain gaming apps, but fine for books. parental controls are helpful, but take time to figure out and require more steps than seem necessary to change. overall, ok first tablet for kids, considering the price. for adults, fine for e-books and very basic apps. otherwise, best to pay up for better quality and os efficiency.",OK For Entry Level Tablet,True,0,BigSky,neutral,1
"Fire HD 8 Tablet with Alexa, 8"" HD Display, 32 GB, Tangerine - with Special Offers",Amazon,Tablets,Electronics,5,"great for all your tablet needs! email, video, games, and reading! all in one!!",Multi-Function Tablet,True,2,lac1223,positive,0
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,Amazon Echo,Electronics,5,"this device is especially useful if you know others who own it. it offers the same features as the standard echo, along with an expanded feature set as well.",The Newest Device In The Family,True,0,cwilliams706,positive,0
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,Electronics,Electronics,5,"purchased as a door prize gift given with a one year amazon membership. the recipient loves it and says it performs very well. (as a past amazon fire user, now i-pad graduate, i loved my amazon fire for more than 4 years without any problems. in fact, i just recycled it on to my son and it runs like a champ).",Excellent -- purchased for door prize,True,0,PJWSTKTN,positive,0
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,Computers,Electronics,5,"used in my home office, gives me all of the information i ask for while my computers are doing other chores. plays any music that i request, decent quality sound.","Decent speaker, excellent information provider",True,0,TechSenior,positive,0
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,Electronics,Electronics,4,"once taking time to install google play store, it functioned as good as any other android tablet. the down side is camera which doesn't produce clear pictures.",Good android tablet,True,0,Morning,positive,0
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,Electronics,Electronics,5,this product is easy to use and take along with you,Perfect size screen for easy viewing,True,0,minnow,positive,0
Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,Amazon,Amazon Echo,Electronics,5,i added this to my echo collection great for on the go and around the house. i don't like that you have to tap it to activate,Awesome,True,0,Tony,positive,0
"Kindle E-reader - White, 6 Glare-Free Touchscreen Display, Wi-Fi - Includes Special Offers",Amazon,Office,Office Supplies,5,i love my new e-reader!! i am enjoying all my books in one place.,My Kindle,True,0,babz66,positive,0
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case",Amazon,Fire Tablets,Electronics,4,this camera is a great addition to my home i really like it,Awesome camera,True,0,Steelerfan,positive,0
"Fire Tablet, 7 Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Amazon,Fire Tablets,Electronics,4,"this is a nice little tablet, for me since i don't do a lot on a tablet, it's a great size. it took a little getting use to working with, but am a little more comfortable with it now.",Great tablet,True,0,Chinajam,positive,0
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,Amazon Echo,Electronics,5,it has very good voice recognition; even with the grandchildren throwing all kinds of crazy questions at it. speaker quality is top of the line. everyone that has tried it out at our house loves it.,Great quality,True,0,Desertedwarvet,positive,0
Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,Amazon,Amazon Echo,Electronics,5,i got to say that love it!! makes it easier to play music without pairing any device to it and perfect sound for my needs.,Smart speaker on the go!!,True,0,Janfer,positive,0
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,Computers,Electronics,5,delivered on time and it looked good will hook it up next year.,,False,0,Joe N,positive,0
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,Electronics,Electronics,5,"bought this for my niece and it works perfect, she easily navigates all menus and features...",solid tablet,True,0,hockey78,positive,0
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Amazon,Computers,Electronics,5,my nephew is going to college next year and we want to give him a gift. kindle suits it well for him to learn and study.,good product,True,0,noname,positive,0
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,Amazon Echo,Electronics,5,"i⊙m a big apple consumer all around but after tons of research and testing, i went to alexa over siri (apple home kit) to make my full home a smart house.",Just great!,True,0,DE28,positive,0
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,Amazon Echo,Electronics,5,"we love alexa! great addition to our family! lol but seriously, you can rely on alexa....",Really Smart,True,0,Gomogomo,positive,0
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,Electronics,Electronics,4,i decided to buy this instead of a traditional kindle and i do not regret my decision at all!the only con (for those evaluating this as a tablet) is that amazon has their own app store. many apps from googleplay/appstore are simply not available.,Best tablet for price,True,0,JCD1,positive,0
